TestTime_s_,Current_A_
452,0.000371350624743642
453,0.000371350624743642
454,0.000737329380993895
455,0.000371350624743642
456,0.000371350624743642
457,0.000737329380993895
458,0.000371350624743642
459,-1.97445070005808
460,-2.71482618963119
461,-3.44641781105556
462,-4.28158181798195
463,-5.37329691355529
464,-6.27506891383104
465,-7.5
466,-7.5
467,-4.13921612856333
468,-4.09127266209332
469,-7.5
470,-5.33523480335995
471,-2.71482618963119
472,-4.66146800468025
473,-2.04179081848639
474,-2.73422307345469
475,-2.79168160374313
476,-0.872122354996326
477,-1.4613484039089
478,-1.47122976213201
479,-0.511633110574934
480,-0.132113013694365
481,-2.11608449626295
482,-1.23334354913643
483,0.1046753390219
484,-0.845039905600889
485,-0.835524434557018
486,-0.475035248589038
487,-1.18686421396905
488,-1.18723016155015
489,-1.18686421396905
490,-1.18686421396905
491,-1.18686421396905
492,-0.465519779493614
493,-1.52868852428565
494,-1.53856988250876
495,-2.07948663427706
496,-0.113814062242723
497,-0.465885754352971
498,-1.1678332757782
499,-1.16819922141085
500,-0.45563836476554
501,-0.446488870529472
502,-0.787581199952212
503,1.12941625205736
504,1.91773474631852
505,2.46889903380777
506,2.60138336500328
507,2.79132645835243
508,3.00066643747353
509,2.49744538458908
510,2.49781144712855
511,2.01252326172335
512,1.28239542282959
513,0.000371350624743642
514,0.000371350624743642
515,0.000371350624743642
516,0.000371350624743642
517,0.000371350624743642
518,0.000371350624743642
519,0.000371350624743642
520,0.000371350624743642
521,0.000737329380993895
522,-0.74915343444283
523,-1.41340516930409
524,-1.2523743723689
525,-0.682545265733237
526,-1.33947743910863
527,-1.33911137656915
528,-1.24322490735954
529,-1.93602299105366
530,-2.98089280582698
531,-3.06689768689673
532,-3.06653185622245
533,-2.53439839001723
534,-2.52049127716605
535,-2.50585204118437
536,-2.71482618963119
537,-2.36348635176575
538,-2.21160513674674
539,-1.63262650469985
540,-0.997287066252547
541,-0.720607083661522
542,-0.720607083661522
543,-0.720607083661522
544,-0.720607083661522
545,-0.720607083661522
546,-2.21087324353299
547,-1.19637962655951
548,-1.20479719835512
549,0.141639210939199
550,0.142737137465715
551,-0.151143909019378
552,-0.720607083661522
553,-0.720607083661522
554,0.341829652958393
555,1.16784407602015
556,3.09472282974787
557,2.49781144712855
558,2.01252326172335
559,0.000737329380993895
560,0.000371350624743642
561,0.000371350624743642
562,0.000371350624743642
563,0.000371350624743642
564,0.000737329380993895
565,0.000371350624743642
566,0.000371350624743642
567,0.000371350624743642
568,0.000371350624743642
569,0.000371350624743642
570,0.000371350624743642
571,0.000737329380993895
572,5.37771383451452e-06
573,0.000371350624743642
574,5.37771383451452e-06
575,0.000371350624743642
576,0.000371350624743642
577,0.000371350624743642
578,0.000371350624743642
579,-1.97408486938381
580,-2.71482618963119
581,-3.44641781105556
582,-4.23510259972139
583,-2.49633674550073
584,-2.4494914647007
585,-2.06997133859342
586,-0.40806110502009
587,-0.408427079879446
588,-1.18686421396905
589,-0.778065789310199
590,-0.408427079879446
591,-0.0281750040534583
592,0.199829850719013
593,-0.217752079677418
594,0.0563661217639497
595,-1.17734868642021
596,-0.607885583870609
597,-0.217752079677418
598,0.123340265332899
599,-0.208236624221123
600,-0.3890301941075
601,-0.578973230951686
602,-1.17771474895969
603,-1.36729178171781
604,-1.96456934183497
605,-1.68020379367201
606,-2.35397082421691
607,-2.06045581104459
608,-0.740003969433467
609,-0.74915343444283
610,-1.45219893889954
611,-1.41377111493674
612,-1.44231746571805
613,-0.862972889986964
614,-0.607519579784547
615,-0.607519579784547
616,-1.00643664816873
617,-2.80888257995708
618,-3.8457008835258
619,-2.86634134405917
620,-2.03154339967225
621,-1.96493540437445
622,0.750628077617241
623,3.32345969269246
624,3.04860967207833
625,2.45901767753311
626,1.83319364972781
627,0.000371350624743642
628,0.000371350624743642
629,0.000371350624743642
630,5.37771383451452e-06
631,0.000371350624743642
632,5.37771383451452e-06
633,0.000371350624743642
634,0.000371350624743642
635,0.000371350624743642
636,0.000371350624743642
637,0.000371350624743642
638,0.000371350624743642
639,0.000371350624743642
640,0.000371350624743642
641,0.000737329380993895
642,5.37771383451452e-06
643,0.000371350624743642
644,0.000371350624743642
645,0.000371350624743642
646,5.37771383451452e-06
647,0.000737329380993895
648,0.000737329380993895
649,0.000371350624743642
650,0.000737329380993895
651,0.000371350624743642
652,0.000371350624743642
653,0.000371350624743642
654,0.000371350624743642
655,0.000371350624743642
656,-1.21467855657823
657,-1.53820393492767
658,-3.21804701065044
659,-2.61088797540334
660,-3.08556267945493
661,-2.25954837135155
662,-2.19257431351427
663,-3.75932994186503
664,-4.05430873756796
665,-3.1045935026874
666,-2.95271228571995
667,-2.90476905111514
668,-3.29490265857602
669,-2.53439839001723
670,-1.43280205507604
671,-1.72814703022526
672,-1.06243139397813
673,-1.07231275220124
674,-0.778065789310199
675,-1.23334354913643
676,-1.0814622172106
677,-0.787581199952212
678,0.246309156659689
679,0.246309156659689
680,1.90895134190018
681,2.10767783966767
682,2.51647620782155
683,1.48075597496442
684,1.17772543424326
685,1.44379216734588
686,0.000737329380993895
687,0.000371350624743642
688,5.37771383451452e-06
689,0.000371350624743642
690,0.000371350624743642
691,0.000737329380993895
692,0.000371350624743642
693,0.000371350624743642
694,0.000371350624743642
695,5.37771383451452e-06
696,0.000371350624743642
697,0.000371350624743642
698,0.000371350624743642
699,0.000371350624743642
700,0.000371350624743642
701,0.000737329380993895
702,0.000371350624743642
703,0.000371350624743642
704,-0.862972889986964
705,-1.17771474895969
706,-0.730488500338043
707,-1.31019908015519
708,-2.62991903050101
709,-2.56367686587748
710,-2.99882567525468
711,-1.91845595424869
712,-3.05665026613415
713,-0.958493355110514
714,-0.0182935717893604
715,-0.3890301941075
716,-3.16241832738052
717,-2.23100202057024
718,-2.15414637264465
719,-3.17998536418549
720,-2.64785189992871
721,-0.607519579784547
722,0.161402071570501
723,-1.91845595424869
724,-1.97408486938381
725,-1.05291586642929
726,0.768195057917253
727,0.684019908907648
728,0.854200112398791
729,2.08901284710947
730,2.06010066565389
731,1.53821462021124
732,0.000371350624743642
733,0.000371350624743642
734,0.000371350624743642
735,0.000737329380993895
736,0.000371350624743642
737,0.000737329380993895
738,-0.0856336863207713
739,-1.63262650469985
740,-2.00299704889094
741,-3.1239903865109
742,-3.82593793716283
743,-2.25991420007737
744,-3.27587183534355
745,-3.55035579341821
746,-3.23707806574811
747,-4.08139130387021
748,-3.92987591757703
749,-3.74981441431619
750,-3.04676890985948
751,-3.17998536418549
752,-2.23100202057024
753,-2.02202810398861
754,-1.51917299673682
755,-1.81305407244862
756,-0.845405909686951
757,-0.845039905600889
758,0.0292836840591958
759,-0.52151458375642
760,-0.217752079677418
761,0.264974092712922
762,0.494076872063462
763,1.27288001218757
764,1.89906986871869
765,2.20136840126773
766,1.85112663411389
767,0.987416393313013
768,0.987050447680362
769,0.000737329380993895
770,0.000371350624743642
771,0.000371350624743642
772,0.000371350624743642
773,-0.0947831591239217
774,0.000371350624743642
775,0.000371350624743642
776,-1.80317259731868
777,-2.00336311143042
778,-3.34247983064136
779,-4.49970519957293
780,-4.53849896916838
781,-3.02810391730129
782,-1.95505381428614
783,-2.4494914647007
784,-2.67639824876157
785,-2.97137727827814
786,-3.10495956327843
787,-4.7474726538848
788,-4.31927739995897
789,-3.16241832738052
790,-2.06045581104459
791,-1.5480854100576
792,-2.3060275896121
793,-0.862972889986964
794,-0.862972889986964
795,-0.550060934537728
796,0.0292836840591958
797,-0.227267519546136
798,-0.825643019828944
799,-0.826009023915006
800,-0.52151458375642
801,0.390504866508617
802,-0.502483645565572
803,-0.787947204038274
804,-0.787581199952212
805,-0.787947204038274
806,-0.787947204038274
807,-0.787581199952212
808,-1.09134369039209
809,-1.79402313230932
810,-2.10656920057932
811,-4.78407097960109
812,-3.63599507567888
813,-3.71102064472075
814,-3.85521641107464
815,-1.09134369039209
816,-2.71482618963119
817,-2.25954837135155
818,-1.97445070005808
819,-0.778065789310199
820,-0.417942519748164
821,-1.11037462858293
822,-0.759034851119351
823,-0.0658708256894695
824,0.265340067572279
825,-0.74915343444283
826,0.265340067572279
827,0.265340067572279
828,-0.692426680461311
829,-0.0084121434221565
830,-0.673395798775428
831,0.883478412898812
832,0.399654331517979
833,-0.598004169142534
834,-0.910550120505708
835,-0.910550120505708
836,-0.910550120505708
837,0.0197682324997952
838,-0.578607283370589
839,-0.891519238819824
840,-0.255813883966573
841,0.142737137465715
842,0.51310781025431
843,0.265706042431635
844,0.503592341158886
845,1.50930232379728
846,1.80464729894651
847,1.6527660839275
848,1.24396759886679
849,0.987050447680362
850,-0.456004339624896
851,-2.15414637264465
852,-2.05130634603522
853,-1.48989475469021
854,-1.69008515189512
855,-1.90857459602558
856,-1.96493540437445
857,-2.39239876508653
858,-2.98125863650125
859,-3.11410903023623
860,-2.18305878596543
861,-0.74951938007548
862,-1.18686421396905
863,-1.19637962655951
864,-1.21431261094558
865,-2.19257431351427
866,-1.53820393492767
867,-2.55306338257542
868,-1.1678332757782
869,-1.17734868642021
870,-1.17734868642021
871,-0.559942349265803
872,0.835169232661355
873,0.390504866508617
874,0.265340067572279
875,1.15796260283866
876,0.616679788530896
877,0.246309156659689
878,-1.3771732548993
879,-1.40425570429473
880,-1.69008515189512
881,-1.18723016155015
882,-2.00299704889094
883,-2.35397082421691
884,-2.16366190019349
885,-1.50929164046215
886,-2.25003284380271
887,-2.31590917970041
888,-1.3387454309365
889,-0.559942349265803
890,-0.559942349265803
891,-0.550060934537728
892,0.152252590973563
893,0.151886616114206
894,-0.521880529389071
895,-0.81612755073352
896,0.152252590973563
897,0.152252590973563
898,0.380623422553837
899,-1.70875014445332
900,-2.01251257643978
901,-1.5096575860948
902,-1.26225584555039
903,-0.218118054536774
904,-1.26225584555039
905,-0.81612755073352
906,-0.816493554819582
907,0.0289177053029456
908,0.0380671761576489
909,0.265340067572279
910,0.0387991336701494
911,-0.493334178607763
912,-0.787581199952212
913,-0.787581199952212
914,-0.189205713308534
915,-0.475035248589038
916,-0.778065789310199
917,0.0387991336701494
918,0.0387991336701494
919,-0.739637965347406
920,-1.4613484039089
921,-0.465519779493614
922,0.0468506702045491
923,0.721715781203283
924,0.902143347003598
925,1.11916883324322
926,0.332314211141227
927,-0.540545463493857
928,-0.739637965347406
929,-2.4494914647007
930,-2.32505864470978
931,-2.0516724085747
932,-1.09097774475943
933,-1.1008591010341
934,-1.88990960346738
935,-1.14843639000625
936,-1.00607058562926
937,-1.01595205881074
938,-1.17734868642021
939,0.0472166489607993
940,-0.151143909019378
941,-0.720607083661522
942,-0.720607083661522
943,0.0472166489607993
944,-0.141262478703727
945,-0.141628453563083
946,-0.682545265733237
947,-1.11037462858293
948,-1.89942513101622
949,-0.720607083661522
950,0.142371160657912
951,-0.701576145470674
952,0.246309156659689
953,-1.60371421023434
954,-2.15414637264465
955,-1.9459044661836
956,0.246309156659689
957,0.921540232775543
958,1.99459039229566
959,1.68021447895559
960,2.47804849881713
961,1.97555957101163
962,1.37645204696912
963,0.000371350624743642
964,0.000371350624743642
965,0.000371350624743642
966,0.000371350624743642
967,0.000737329380993895
968,0.000371350624743642
969,-1.21467855657823
970,-1.82256948309063
971,-3.85485034853517
972,-4.14873142424697
973,-4.93705015037332
974,-3.91084532815821
975,-2.33494000098444
976,-2.94283092749684
977,-2.54427998010553
978,-2.29651229392847
979,-2.71482618963119
980,-3.95842226835834
981,-5.01244178000622
982,-3.59793319734874
983,-2.22112066429557
984,-1.55613692126219
985,-1.13928692499689
986,-0.845039905600889
987,-0.845039905600889
988,0.693169430421975
989,-0.208236624221123
990,0.0387991336701494
991,0.151886616114206
992,0.0384331549138992
993,0.246309156659689
994,0.0387991336701494
995,0.246309156659689
996,1.09245232948043
997,1.99495645483513
998,0.246309156659689
999,-0.531395998484495
1000,-1.18723016155015
1001,-2.01287863897925
1002,-1.71863150267643
1003,-0.104664589439573
1004,-0.616669044793909
1005,-1.0254674714012
1006,0.0567321005202
1007,-0.617035048879971
1008,-0.617035048879971
1009,-1.80390460743925
1010,-2.10656920057932
1011,-1.12940545181541
1012,-1.40425570429473
1013,-1.69008515189512
1014,-1.03388504514527
1015,-1.03351898260579
1016,0.245943181800333
1017,0.702318897379784
1018,0.142371160657912
1019,0.236793716790971
1020,0.0563661217639497
1021,0.142737137465715
1022,0.255824625755113
1023,0.152252590973563
1024,0.854932062117504
1025,2.47804849881713
1026,2.15562107427247
1027,1.55724555840209
1028,0.000371350624743642
1029,0.000371350624743642
1030,0.000737329380993895
1031,0.000371350624743642
1032,0.000737329380993895
1033,0.000737329380993895
1034,0.000371350624743642
1035,5.37771383451452e-06
1036,0.000371350624743642
1037,0.000371350624743642
1038,0.000371350624743642
1039,0.000371350624743642
1040,0.000371350624743642
1041,5.37771383451452e-06
1042,0.000737329380993895
1043,0.000371350624743642
1044,0.000371350624743642
1045,0.000737329380993895
1046,0.000371350624743642
1047,0.000371350624743642
1048,0.000371350624743642
1049,0.000737329380993895
1050,0.000371350624743642
1051,5.37771383451452e-06
1052,0.000371350624743642
1053,0.000371350624743642
1054,0.000371350624743642
1055,0.000737329380993895
1056,0.000371350624743642
1057,0.000371350624743642
1058,0.000371350624743642
1059,5.37771383451452e-06
1060,0.000371350624743642
1061,-0.74915343444283
1062,-1.69923461690448
1063,-3.00907309406881
1064,-3.69345360596732
1065,-4.50922049525657
1066,-5.20201881081589
1067,-2.87622270033383
1068,-3.1239903865109
1069,-3.89218010178636
1070,-3.07604715190609
1071,-2.8473105208267
1072,-2.47693985972878
1073,-2.57282633088684
1074,-2.93331540189645
1075,-1.4426834113507
1076,-2.15378054391882
1077,-2.05130634603522
1078,-1.81305407244862
1079,0.0289177053029456
1080,0.265340067572279
1081,0.265340067572279
1082,-0.768550320214775
1083,0.52262322284477
1084,1.85112663411389
1085,1.9470131033235
1086,0.787591943689199
1087,0.65510761249369
1088,2.18416742505378
1089,2.06010066565389
1090,1.40499839775043
1091,0.465164546422798
1092,0.123340265332899
1093,0.000371350624743642
1094,5.37771383451452e-06
1095,0.000371350624743642
1096,0.000371350624743642
1097,-0.11418004294742
1098,-0.417576544888808
1099,-0.427457988843588
1100,0.000371350624743642
1101,-0.11418004294742
1102,0.000371350624743642
1103,0.000737329380993895
1104,0.000371350624743642
1105,0.000371350624743642
1106,0.000371350624743642
1107,0.000371350624743642
1108,0.000371350624743642
1109,-0.0856336863207713
1110,-0.341086959502694
1111,-0.645947403747341
1112,-1.24322490735954
1113,-2.83816105581733
1114,-3.24695942202277
1115,-3.79739158638153
1116,-1.86063136142077
1117,-1.0254674714012
1118,-2.60137268166815
1119,-3.73005146600477
1120,-3.7783607650975
1121,-2.45754297590528
1122,-0.977524236796398
1123,-0.74951938007548
1124,-0.758668903538253
1125,-1.17771474895969
1126,-2.22112066429557
1127,-1.71826555509533
1128,-2.36385241430522
1129,-2.21197096547257
1130,-1.89942513101622
1131,-0.436973428712306
1132,-0.427092013984232
1133,-1.13892097936424
1134,-1.68020379367201
1135,-1.70875014445332
1136,-1.20479719835512
1137,-1.75559542525335
1138,-1.17771474895969
1139,-1.45183287636007
1140,-1.05291586642929
1141,-0.768550320214775
1142,-0.768550320214775
1143,-0.475035248589038
1144,-0.475401223448395
1145,-0.759034851119351
1146,0.0387991336701494
1147,-0.48491666526556
1148,0.142737137465715
1149,0.246309156659689
1150,0.721715781203283
1151,0.90250935108966
1152,1.89906986871869
1153,1.21542125003393
1154,2.04106961250466
1155,0.931055701870968
1156,1.20590583744347
1157,1.43391069416439
1158,0.000371350624743642
1159,0.000371350624743642
1160,0.000371350624743642
1161,0.000371350624743642
1162,0.000371350624743642
1163,0.000371350624743642
1164,0.000371350624743642
1165,5.37771383451452e-06
1166,0.000371350624743642
1167,0.000371350624743642
1168,0.000371350624743642
1169,5.37771383451452e-06
1170,0.000371350624743642
1171,0.000371350624743642
1172,0.000371350624743642
1173,0.000371350624743642
1174,0.000371350624743642
1175,0.000371350624743642
1176,0.000371350624743642
1177,-1.2717712561924
1178,-2.00299704889094
1179,-3.02810391730129
1180,-4.18715913130294
1181,-4.9740136072714
1182,-5.88530136890963
1183,-5.13541035178769
1184,-4.54764820231254
1185,-1.75559542525335
1186,0.236793716790971
1187,0.236427741931614
1188,2.31665175624929
1189,2.52562567283091
1190,2.04143567309569
1191,1.34827164376891
1192,0.000371350624743642
1193,0.000371350624743642
1194,0.000371350624743642
1195,0.000371350624743642
1196,0.000371350624743642
1197,0.000371350624743642
1198,5.37771383451452e-06
1199,5.37771383451452e-06
1200,0.000371350624743642
1201,0.000371350624743642
1202,5.37771383451452e-06
1203,0.000371350624743642
1204,5.37771383451452e-06
1205,-0.150777934160022
1206,-0.816493554819582
1207,-1.24322490735954
1208,-1.83245095627211
1209,-3.40799010399959
1210,-2.8473105208267
1211,-1.53820393492767
1212,-0.48491666526556
1213,0.0951598835656058
1214,-0.626550519923842
1215,-0.739637965347406
1216,-0.294607653562017
1217,-1.54771934751813
1218,-2.5153675687332
1219,-2.76313525491027
1220,-3.06653185622245
1221,-2.47693985972878
1222,-2.91465064120345
1223,-1.50014217350434
1224,-1.18723016155015
1225,-0.52151458375642
1226,0.0563661217639497
1227,0.0563661217639497
1228,-1.21467855657823
1229,-1.18723016155015
1230,-0.968008824205939
1231,-0.30375711857138
1232,-0.0757522560051204
1233,-0.0761182386582648
1234,-0.531395998484495
1235,-0.304123093430736
1236,1.02474626347103
1237,0.0662475520796006
1238,-1.30031760697371
1239,-0.891885186400922
1240,-0.901034651410284
1241,0.22691228647532
1242,1.56676108595092
1243,1.32887475799697
1244,1.36693651942029
1245,0.000737329380993895
1246,0.000371350624743642
1247,0.000371350624743642
1248,0.000737329380993895
1249,5.37771383451452e-06
1250,0.000371350624743642
1251,0.000371350624743642
1252,0.000371350624743642
1253,0.000371350624743642
1254,0.000371350624743642
1255,0.000371350624743642
1256,0.000371350624743642
1257,0.000371350624743642
1258,0.000371350624743642
1259,-0.626550519923842
1260,-0.095149141777066
1261,-0.0947831591239217
1262,-0.0947831591239217
1263,-0.095149141777066
1264,-0.427092013984232
1265,-0.891885186400922
1266,-0.673395798775428
1267,-0.673029794689366
1268,-0.853457418943092
1269,-1.78450772166731
1270,-2.16402773086776
